Name,Total
A. Nagy,302.0
Alfa Semedo,266.0
A. Barnes,268.0
Alan Kardec,286.0
Marcelo,265.0
E. Boateng,338.0
Dalbert,333.0
A. Halilović,304.0
I. Popov,302.0
T. Cleverley,278.0
M. Livaja,285.0
M. Uribe,290.0
P. Bargfrede,265.0
J. Jankto,310.0
Junior Firpo,295.0
D. D'Ambrosio,294.0
D. Boyko,234.0
M. Díaz,263.0
S. Vokes,231.0
Héldon,327.0
Mario Hermoso,314.0
F. Bartels,310.0
K. Malcuit,313.0
R. Marin,274.0
Ayoze Pérez,311.0
Júnior Moraes,297.0
V. Berisha,319.0
R. Freuler,285.0
Ganso,205.0
Vicente Gómez,202.0
M. Pašalić,269.0
Vitor Hugo,251.0
B. Fornaroli,306.0
R. Snodgrass,271.0
Francisco Geraldes,317.0
I. Ordets,249.0
D. Santon,280.0
M. Niang,324.0
O. Wendt,301.0
C. Riveros,264.0
F. Benković,247.0
M. Torres,265.0
M. Noble,222.0
M. Rashica,339.0
C. Benteke,260.0
Rômulo,297.0
D. Pabón,327.0
Embarba,310.0
C. Kerbrat,254.0
L. Teodorczyk,273.0
Alexo Baia,307.0
David Seijalbo,284.0
N. Nández,317.0
L. Rupp,288.0
Jordi Amat,259.0
W. Caballero,201.0
F. Di Francesco,316.0
O. El Kaddouri,291.0
T. Rogić,278.0
G. Töre,313.0
M. Destro,291.0
Josué,286.0
A. Bizzarri,221.0
Ki Sung Yueng,254.0
H. Onyekuru,340.0
N. Pépé,345.0
Matheus Pereira,313.0
Y. Salibur,329.0
E. Vargas,323.0
L. Magallán,261.0
Danny,274.0
C. Hérelle,261.0
E. Mangala,250.0
O. Selnæs,276.0
Víctor Vázquez,242.0
Diego Mariño,243.0
Carles Planas,289.0
G. Fernández,301.0
Soldado,255.0
A. Ekdal,240.0
Gedson Fernandes,315.0
M. Darmian,299.0
N. Chalobah,272.0
R. Pizarro,315.0
André Simões,308.0
S. Tshabalala,310.0
L. Rossettini,242.0
F. Viviani,286.0
M. de Roon,277.0
Rubén Duarte,280.0
Y. Ōsako,309.0
Gil,219.0
A. Ruiz,264.0
P. van Aanholt,326.0
S. Meïté,275.0
K. Dolberg,296.0
Juli Freitinho,189.0
L. Vietto,307.0
A. Izzo,277.0
A. Paloschi,298.0
G. Gönül,311.0
Llorente,174.0
J. Morel,276.0
G. Kakuta,317.0
João Pedro,300.0
S. García,228.0
Eltildo Correia,230.0
Kenedy,316.0
M. Moralez,309.0
N. Vukčević,254.0
F. Borini,307.0
I. Sarr,338.0
C. Clark,233.0
Mata,286.0
M. Albrighton,296.0
A. Gray,324.0
F. Guarín,266.0
Yoel,190.0
J. Cuadrado,226.0
S. Widmer,309.0
B. Dzsudzsák,307.0
P. Mantalos,289.0
S. Proto,222.0
A. Mehmedi,300.0
Pablo,263.0
I. Slimani,245.0
C. Erkin,312.0
D. Chygrynskyi,208.0
Beto,224.0
A. Samaris,246.0
G. Lapadula,314.0
Dênildo Stein,292.0
S. Padt,181.0
S. Taïder,298.0
F. Klaus,313.0
H. Nordtveit,247.0
L. Zuffi,272.0
Emilio Piodão,294.0
S. Zuber,306.0
J. Palomino,232.0
Y. Mutō,308.0
J. Altidore,274.0
M. Barbosa,208.0
G. Laborde,288.0
P. Baysse,253.0
Eric Botteghin,171.0
Iván Alejo,302.0
S. Blanco,317.0
Thiago Mendes,310.0
D. Brosinski,313.0
T. Monconduit,269.0
Andrés Fernández,245.0
Eraso,246.0
S. Hanni,301.0
M. Konaté,327.0
C. Théréau,279.0
A. Donatti,226.0
T. Jedvaj,275.0
Pedro Henrique,210.0
J. Briand,288.0
F. Lustenberger,258.0
J. Ayew,307.0
S. Sanogo,286.0
R. Thomas,225.0
Rafael Cachoira,227.0
N. Sansone,318.0
E. Bičakčić,241.0
J. Veltman,275.0
A. Knockaert,309.0
Douglas Santos,310.0
S. Bocchetti,268.0
M. Dembélé,311.0
E. Valencia,327.0
F. Mollet,300.0
D. Dumfries,304.0
Koo Ja Cheol,284.0
A. Petagna,248.0
De Tomás,280.0
E. Balanta,276.0
T. Koubek,139.0
J. Allen,304.0
Alan Carvalho,322.0
S. Ristovski,321.0
Maicón,338.0
D. Quintero,342.0
P. Højbjerg,266.0
I. Santini,219.0
Vieirinha,315.0
M. Boselli,244.0
L. Antonelli,284.0
B. Embolo,297.0
V. Eysseric,284.0
C. Salcedo,263.0
A. Ranocchia,179.0
L. Unnerstall,156.0
T. Baumgartl,247.0
F. Bustos,318.0
P. Jansson,244.0
W. Vainqueur,279.0
S. Kverkvelia,256.0
Rubén Blanco,224.0
P. Aguilar,260.0
A. Ndiaye Diedhiou,332.0
Rafinha,300.0
D. Limberský,294.0
G. Cabral,207.0
J. De Guzmán,297.0
S. Terodde,255.0
J. Fernandes,308.0
Kiko Femenía,304.0
Recio,236.0
A. Samedov,305.0
A. Smith,303.0
Maurício,294.0
D. Stephens,262.0
Miguel Lopes,291.0
I. Belfodil,269.0
J. Campbell,322.0
Marc Roca,259.0
M. Veljković,249.0
J. Willems,302.0
A. Lennon,326.0
F. Forster,169.0
Júnior Caiçara,312.0
C. Biraghi,302.0
Aritz Elustondo,278.0
Fred Aníbão,183.0
O. Romero,303.0
Nelsildo Reis,244.0
V. Koziello,319.0
A. Cresswell,293.0
Alex Berenguer,316.0
C. Davies,257.0
C. Kouyaté,281.0
Y. Kobayashi,324.0
Camarasa,258.0
J. Martin,270.0
J. Grealish,298.0
D. Pelkas,308.0
J. Montero,331.0
J. Forrest,350.0
Varela,263.0
M. Antenucci,299.0
R. Durmisi,311.0
P. Schwegler,229.0
A. Hunt,290.0
Aday Benítez,298.0
K. Tierney,323.0
Jaume,245.0
S. Gigot,265.0
I. Brizuela,340.0
A. Souquet,289.0
A. Delort,288.0
P. Zabaleta,247.0
Andeson Trigo,339.0
J. Gnagnon,242.0
Mosquera,241.0
I. Bebou,343.0
R. Morrison,299.0
L. Christodoulopoulos,303.0
J. McArthur,263.0
R. Olsen,176.0
W. Hoedt,231.0
R. Holding,247.0
F. Montero,302.0
N. Sliti,301.0
J. Vázquez,301.0
Rodrigo Ely,263.0
M. Benítez,325.0
Y. Yazıcı,289.0
Y. Sankharé,270.0
A. N'Diaye,272.0
S. Bell,239.0
K. Linetty,295.0
F. Uduokhai,276.0
M. Samatta,312.0
Barragán,283.0
R. Hamouma,298.0
L. Skorupski,218.0
Toño García,319.0
A. Szalai,230.0
Raúl Navas,205.0
B. Koné,253.0
J. Brekalo,327.0
Diego Tardelli,292.0
A. Hegazi,214.0
M. Sels,178.0
D. Gray,333.0
M. Pjaca,304.0
M. Arambarri,231.0
A. Ćorić,297.0
T. Gebre Selassie,296.0
C. Nkunku,299.0
M. Topal,264.0
Léo Matos,314.0
F. Kainz,319.0
B. Henrichs,311.0
Victildinho,309.0
D. Praet,290.0
A. Umar,337.0
J. Orozco,261.0
N. El Zhar,300.0
O. Colley,269.0
J. Aholou,286.0
G. Clichy,307.0
Rubén Sobrino,313.0
J. Iturbe,342.0
H. Soudani,299.0
M. Bradley,269.0
Z. Labyad,301.0
D. Mbokani,291.0
T. Mangani,259.0
A. Lunin,171.0
E. Insúa,274.0
N. Domingo,262.0
D. Yedlin,346.0
D. González,281.0
T. Kraft,214.0
M. Simon,348.0
Davi Parrela,239.0
N. Domínguez,246.0
C. Dawson,259.0
A. Rusnák,306.0
Paulo Oliveira,260.0
A. Gomis,211.0
H. Tekin,188.0
Tozé,305.0
R. Ruidíaz,318.0
J. Hogg,275.0
L. Holtby,298.0
A. Djiku,287.0
O. Alonso,279.0
S. Berge,289.0
C. Zambrano,258.0
M. Antonio,326.0
J. Clasie,278.0
Diego Rico,277.0
Mossoró,293.0
G. Donsah,309.0
Felipe,200.0
S. Fofana,298.0
Pablo Santos,267.0
J. Svensson,301.0
E. Roco,210.0
F. Midtsjø,303.0
Francis,308.0
Ivi,310.0
Unai Núñez,243.0
L. Lerager,268.0
P. De Blasis,323.0
M. Zajc,283.0
J. Stanislas,296.0
Lucas Evangelista,309.0
M. Stoch,326.0
S. van Beek,247.0
Fabrio Farinha,304.0
M. Kozáčik,228.0
Fran Sol,279.0
R. Otero,333.0
G. Maripán,196.0
M. Braithwaite,310.0
E. Dilaver,278.0
R. Álvarez,269.0
A. Masuaku,325.0
Rolando,168.0
Fran Rico,245.0
D. Tarasov,249.0
Alcalá,183.0
Alan Patrick,300.0
L. Refaelov,298.0
Y. Gazinskiy,255.0
Palhinha,228.0
Balenziaga,287.0
R. Petrović,197.0
K. Ansarifard,296.0
M. Ninković,288.0
A. Talavera,242.0
A. Barrada,304.0
J. Korb,300.0
F. Gutiérrez,286.0
T. Bongonda,323.0
Simão Donatinho,220.0
Luís Hernández,280.0
L. Balogun,249.0
M. Rog,288.0
B. Dočkal,274.0
J. Durmaz,298.0
T. Kádár,265.0
E. Andrada,193.0
Z. Steffen,195.0
M. Lestienne,318.0
M. Alustiza,289.0
Borja Mayoral,288.0
D. Bonera,165.0
Saúl Berjón,295.0
C. Beauvue,277.0
Danilo,281.0
J. Hernández,275.0
J. Hendrick,279.0
M. Lopez,305.0
F. Hanin,327.0
D. Machís,333.0
A. Potuk,317.0
Idris,236.0
N. Cardozo,311.0
Javi López,287.0
G. Pandev,253.0
Júlio Tavares,266.0
D. Liénard,263.0
Y. Pelé,210.0
L. Sepe,212.0
J. Bruma,236.0
O. Duarte,249.0
A. Franco,240.0
Dani Olmo,303.0
F. Di Santo,279.0
Jozabed,273.0
G. Carrillo,256.0
M. Zeegelaar,284.0
G. Ferrari,237.0
O. Şahiner,314.0
I. Traoré,238.0
T. Arslan,289.0
N. Araújo,262.0
S. Armstrong,306.0
K. Billiat,313.0
Ivan Cavaleiro,321.0
E. Cabaco,269.0
Silas Almeim,311.0
C. Kameni,223.0
Hélder Costa,330.0
E. Durm,298.0
Emerson,306.0
G. Haraguchi,331.0
C. Fuchs,248.0
E. Kalinski,272.0
Rafael,175.0
F. Frei,279.0
M. Risse,307.0
V. Cáceres,255.0
Renan Bressan,260.0
Lucas Lima,290.0
M. Silvestre,228.0
Portillo,275.0
F. Rønnow,201.0
N. Spolli,170.0
S. Rajković,217.0
R. Berić,251.0
V. Hernández,336.0
Claudemir,260.0
T. Jantschke,275.0
L. Schaub,306.0
P. Tschauner,192.0
Gabrisco Aníbal,280.0
B. Feilhaber,277.0
A. Grassi,277.0
N. Vikonis,189.0
P. Ntep,322.0
L. Vangioni,313.0
S. Okazaki,298.0
Diego Castro,281.0
C. Jallet,287.0
O. Pineda,335.0
A. Mounier,312.0
Sandro,252.0
N. Redmond,323.0
Gálvez,190.0
A. Song,268.0
E. Badu,324.0
M. Agu,272.0
Jason,308.0
S. Cristóforo,269.0
L. Butelle,175.0
Allan Bardinho,282.0
P. Dummett,269.0
H. Villalba,350.0
K. Amian,287.0
José Mirazar,302.0
A. Hernández,319.0
Ailton Guevara,290.0
O. Akhmedov,280.0
Naldo,205.0
Y. Ayoub,288.0
A. Ring,302.0
B. Ndiaye,328.0
Kaku,320.0
Adilson Edrada,308.0
A. Ibargüen,339.0
Iraizoz,166.0
N. Nikolić,283.0
J. Kurtić,271.0
K. Wimmer,236.0
A. Mejía,268.0
A. Barreca,323.0
Gil Dias,317.0
J. Locadia,287.0
S. Kryvtsov,248.0
O. Peralta,291.0
C. Budescu,265.0
A. Raggi,238.0
R. Donk,243.0
Edgar Méndez,309.0
L. De Silvestri,296.0
M. Saracchi,318.0
D. Congré,234.0
M. Fritzler,243.0
T. Kolodziejczak,294.0
Caio Nunson,232.0
Felipe Vizeu,288.0
J. Damm,349.0
Guilherme,267.0
G. Nkoudou,337.0
Joel Robles,205.0
B. Zungu,277.0
Otávio Cairinho,238.0
P. Gouano,254.0
C. Domínguez,300.0
R. Falk,330.0
André Ramalho,244.0
G. Schennikov,309.0
M. Morozyuk,309.0
J. van der Heijden,217.0
A. Musa,354.0
A. Diaby,347.0
G. İnler,221.0
L. Cigarini,259.0
Júnior Urso,261.0
B. Butko,310.0
R. Thomas,303.0
M. Jensen,309.0
Burgui,296.0
A. Meret,196.0
M. Gonalons,258.0
D. Valdés,303.0
Marafona,191.0
R. Karsdorp,311.0
I. Opara,304.0
K. Laimer,303.0
O. Kamara,295.0
S. Gentiletti,270.0
Serey Dié,280.0
A. Westwood,263.0
C. Ciano,315.0
A. Conti,312.0
Bojan,292.0
C. Vargas,217.0
Éder,296.0
Y. Benzia,285.0
W. Hennessey,194.0
E. Thommy,310.0
Bustinza,267.0
Bernardo,289.0
P. Cissé,280.0
Oier,207.0
D. Gayle,323.0
Joelinton,298.0
A. Pérez,237.0
B. Jones,207.0
J. Drmić,293.0
M. Mount,294.0
A. McGregor,209.0
O. Elabdellaoui,321.0
R. Steffen,334.0
K. Kanga,315.0
J. Ananidze,310.0
S. Ilsanker,227.0
A. Blake,211.0
Nicholas Aldair,271.0
R. Sessegnon,326.0
Jorginhson,298.0
Carlitos,329.0
L. Nguyen,290.0
A. Paschalakis,227.0
Fabrício,291.0
M. Coco,323.0
K. Babacar,286.0
Postigo,254.0
Renato Sanches,304.0
M. Caruzzo,243.0
G. Konan,315.0
S. Mounié,267.0
P. Capelle,302.0
T. Davies,278.0
N. Dirar,307.0
J. Toornstra,273.0
Paulinho,298.0
S. Larsson,301.0
P. Tau,300.0
J. Kluivert,331.0
H. Ayala,262.0
Miguel Silva,202.0
D. Rolán,307.0
L. Klostermann,304.0
G. Rodríguez,226.0
M. Locatelli,263.0
F. Caputo,329.0
A. Roa,311.0
Keko,296.0
A. El Khayati,283.0
F. Schär,249.0
A. Haidara,309.0
Chema Rodríguez,277.0
G. dos Santos,329.0
T. Bifouma,351.0
Dani Rochelinhas,309.0
M. Ostrzolek,303.0
Sandro,298.0
L. Deaux,241.0
J. Vuković,198.0
J. Hansen,204.0
Gonçalo Paciência,271.0
Córdoba,313.0
P. Pekarík,294.0
Ximo Navarro,285.0
Pablo Hernández,289.0
G. Kashia,229.0
Cássio,191.0
S. Bamba,205.0
S. Kums,274.0
Fábio Martins,315.0
M. Suárez,286.0
S. Mitrović,211.0
D. Aogo,288.0
B. Engels,243.0
F. Tait,297.0
D. Zagadou,238.0
M. Diamé,280.0
A. Younes,320.0
B. Verstraete,296.0
K. Akpoguma,274.0
B. Santamaria,269.0
E. Moretti,194.0
H. Behrens,278.0
M. Maignan,198.0
Y. Karamoh,306.0
V. Ignatiev,303.0
A. Thomasson,289.0
D. Amartey,279.0
R. Özcan,224.0
A. Donnarumma,309.0
Timor,229.0
C. McGregor,318.0
R. Martínez,311.0
V. Buyalskyi,304.0
H. Arter,266.0
A. Mawson,228.0
F. Guilbert,274.0
M. Lemos,259.0
S. Sturaro,291.0
A. Duncan,298.0
Marlon,259.0
M. Isla,313.0
Thiago Maia,273.0
Y. Aït Bennasser,291.0
O. Toivonen,239.0
J. Urretaviscaya,319.0
Yuri Ribeiro,310.0
N. Tomović,272.0
F. Roncaglia,265.0
R. Botta,305.0
R. Mandragora,268.0
A. Adomah,319.0
D. Samassékou,299.0
M. Yoshida,257.0
N. Viergever,276.0
R. Amalfitano,275.0
D. Cataldi,286.0
Martín,286.0
Tiago Pinto,322.0
Fernandinho,306.0
C. Cueva,322.0
M. Gaćinović,319.0
G. Shoji,286.0
L. Rigoni,272.0
M. Krmenčík,290.0
M. Mevlja,276.0
C. Daniels,287.0
K. Stafylidis,302.0
Sabin Merino,279.0
A. Flint,201.0
Brais Méndez,286.0
Merino,257.0
S. Missiroli,270.0
Serantes,249.0
V. Guzmán,298.0
D. Biseswar,296.0
E. Mas,302.0
Nuno Pinto,306.0
Carlos Mané,330.0
Borja Valle,297.0
Zeca,306.0
C. Toselli,212.0
M. Bizot,216.0
K. Ayhan,273.0
Ricardo Ferreira,222.0
N. Roux,281.0
Hernâni,343.0
M. Çağıran,279.0
W. Morgan,164.0
J. Alonso,273.0
M. Wakaso,332.0
K. Traoré,309.0
Y. Mvogo,213.0
Kaíquão Castro,175.0
K. Fofana,271.0
P. Hurtado,308.0
D. Bocanegra,278.0
Melero,256.0
Borja Bastón,248.0
O. Murillo,262.0
O. Onazi,322.0
C. Günter,298.0
I. Amadou,281.0
Unai López,291.0
K. Iheanacho,299.0
C. Söyüncü,272.0
B. Pearson,276.0
F. Niederlechner,284.0
S. Denswil,229.0
G. Rodríguez,264.0
P. Guiñazú,233.0
H. Hateboer,296.0
I. Fernández,296.0
L. Blas,296.0
M. Sarr,292.0
Mikel Rico,241.0
F. Neuhaus,296.0
S. İnan,228.0
C. Maggio,290.0
Mexer,251.0
F. Magnanelli,267.0
J. Figal,293.0
V. Claesson,298.0
F. Helander,220.0
J. Gondorf,286.0
R. Ghezzal,284.0
Adama,337.0
O. Duda,285.0
R. Bensebaini,271.0
L. Depoitre,214.0
N. Vlašić,308.0
Rochina,285.0
M. Doherty,289.0
C. Musonda,333.0
João Teixeira,293.0
S. Ward,265.0
Y. Cardinale,204.0
S. Francis,227.0
Lafortiscinho,312.0
M. Valdifiori,240.0
Rubén Pérez,234.0
D. Boyata,255.0
N. Mendy,287.0
A. Martín Arias,210.0
Pedraza,308.0
Ricardo,186.0
Tarantini,238.0
K. Stöger,285.0
C. Mbemba,276.0
A. Limbombe,337.0
K. McDonald,225.0
O. Niasse,288.0
G. Herrera,207.0
R. Borré,315.0
E. Zukanović,233.0
A. Elis,333.0
M. Fernández,293.0
D. Rodríguez,271.0
T. Klose,200.0
A. Cornelius,253.0
Kwon Chang Hoon,306.0
C. Larin,274.0
Tchê Tchê,312.0
M. Leckie,325.0
L. Quiñones,344.0
Fontàs,192.0
K. Vermeer,250.0
A. Surman,246.0
M. Höger,243.0
S. Dann,190.0
Jovane Cabral,336.0
C. Cathcart,216.0
Zaldúa,269.0
Pelé,265.0
M. Kelly,227.0
Y. Bolasie,315.0
L. Zelarayán,313.0
Gelson Fernandes,264.0
D. Glushakov,286.0
Lee Jae Sung,285.0
Baiano,303.0
A. Hurtado,344.0
A. Mierzejewski,290.0
V. Janssen,256.0
E. Paredes,277.0
B. Alemán,304.0
P. Retsos,282.0
J. Hernández,316.0
S. Corchia,294.0
Rubén Pardo,276.0
P. Goltz,242.0
D. Türüç,307.0
B. Mechele,249.0
Kaimo Lima,285.0
R. Rodelin,278.0
Bobô,275.0
L. Ciman,269.0
D. Ba,275.0
H. Medunjanin,261.0
José Cañas,239.0
Y. Osorio,234.0
Titi,183.0
Carles Gil,282.0
P. Lasne,282.0
Lekue,322.0
A. Silva,324.0
A. Danjuma Groeneveld,311.0
C. Luyindama,264.0
L. González Pirez,286.0
Sergio Álvarez,286.0
M. Cornet,324.0
M. Schnatterer,296.0
O. Kharbin,311.0
Sergi Guardiola,251.0
T. Souček,251.0
Y. Ravet,307.0
T. Serero,320.0
B. Douglas,297.0
S. Johnstone,202.0
Medrán,263.0
J. Corona,213.0
I. Fetfatzidis,324.0
S. Romero,296.0
B. Jokič,298.0
S. Sinclair,346.0
L. Krejčí,307.0
L. Orbán,260.0
A. Hamdallah,265.0
R. Tapia,278.0
O. Watkins,314.0
Duirval Diniz,235.0
Arribas,219.0
B. Dabo,275.0
G. Lezcano,326.0
Bebeto,307.0
L. Sobiech,206.0
Guerrero,272.0
K. Boutaïb,245.0
T. Hlatshwayo,232.0
M. Krohn-Dehli,276.0
Lucas Torró,254.0
J. Vossen,265.0
J. Rodríguez,230.0
M. Pasqual,284.0
Zubeldia,261.0
Da Costa,194.0
D. Kolář,264.0
M. Zaldivia,235.0
S. Ghoddos,324.0
A. Bălută,338.0
T. Melia,187.0
A. Di Gaudio,339.0
N. Milenković,242.0
V. Demirel,169.0
L. Cooper,228.0
Edercinho Sepa,300.0
A. Morelos,283.0
J. Chester,279.0
D. Sakho,288.0
E. Velázquez,210.0
M. Waris,331.0
T. Matavž,241.0
Y. Khacheridi,215.0
Y. Gerhardt,287.0
K. Laifis,261.0
J. Hoilett,330.0
Pascoal Muscato,251.0
J. Furch,235.0
Fransérgio,240.0
S. Gümüş,326.0
Anselmo,276.0
J. Silva,298.0
Manquillo,289.0
Daniel Candeias,332.0
R. Rey,204.0
U. Račić,241.0
André Sousa,272.0
G. Ortíz,279.0
A. Ademi,244.0
P. Roberts,308.0
Daniel Ayala,265.0
M. Kempf,266.0
R. Khedira,237.0
M. Casco,323.0
Caio Milaçar,284.0
O. Norwood,251.0
C. Träsch,280.0
C. Atsu,340.0
A. Touré,279.0
Eduardo,205.0
M. Andújar,200.0
K. Olsson,312.0
E. Krafth,297.0
R. Jack,271.0
M. Luongo,298.0
L. Jara,286.0
M. Andreolli,221.0
A. Chahechouhe,300.0
I. Kutepov,188.0
J. Pivarić,300.0
E. Goldaniga,210.0
Elias Fontoira,282.0
E. Saric,292.0
S. Al Faraj,295.0
L. Crisetig,241.0
A. Pritchard,282.0
D. Calvert-Lewin,308.0
T. Koopmeiners,283.0
Joselu,255.0
G. Svensson,218.0
Enaldo Praz,280.0
L. Griffiths,313.0
W. Katsande,263.0
S. Kırıntılı,232.0
E. Crivelli,227.0
Jairo,324.0
R. Bazoer,299.0
G. Cunningham,294.0
C. Berra,177.0
A. Beck,285.0
K. Roofe,310.0
G. Imbula,273.0
D. Royer,327.0
C. Njie,352.0
K. Lawrence,326.0
N. Sánchez,227.0
N. Benezet,307.0
O. Şahan,306.0
M. Besler,286.0
D. Falcinelli,282.0
L. Moore,274.0
A. Aguilar,207.0
Dani Raba,285.0
B. Poulain,188.0
Y. Nagatomo,324.0
Raúl Fernández,190.0
Alberto,262.0
J. Obi,313.0
C. Hourihane,283.0
B. Kuwas,310.0
Jailson Caeiro,293.0
D. Chará,296.0
T. Mykhalyk,247.0
M. Bešić,271.0
Alexis,235.0
E. Puch,320.0
Kel Perinho,213.0
C. Coady,215.0
M. Estigarribia,316.0
E. Sviatchenko,273.0
R. Ortiz,292.0
Hugo Goiteira,184.0
L. Dimata,297.0
André Horta,311.0
Fábio Melitinho,255.0
R. Quaison,302.0
Luiz Felipe,259.0
T. Sippel,212.0
B. Nuytinck,192.0
J. Buffarini,319.0
A. Wakaso,273.0
N. Silva,335.0
Castro,282.0
M. Hedges,237.0
João Pereira,289.0
Insua,227.0
Róber,244.0
Osvaldo Lodeiro,283.0
Míchel,257.0
N. Maupay,297.0
J. Rodríguez,314.0
E. Mor,328.0
Lato,299.0
Fernandão,210.0
O. Martínez,276.0
Suk Hyun Jun,260.0
N. Maksimović,267.0
J. Kembo-Ekoko,304.0
S. Anđelković,255.0
A. Katai,270.0
Fabiano Sonta,243.0
A. Ioniţă,274.0
Seoane,237.0
C. Pizarro,214.0
Ivo,277.0
L. Sané,233.0
Iñigo Pérez,276.0
D. Kreilach,255.0
T. Fosu-Mensah,307.0
S. Grandsir,332.0
B. van Leer,202.0
Diogo Leite,243.0
Davidson,301.0
Dídac Vilà,276.0
A. Ciciretti,314.0
Jorge,311.0
E. Didot,214.0
Marlon Nideiro,324.0
B. Bereszyński,318.0
A. Hassan,240.0
Jacson Zonta,301.0
R. Fanni,266.0
A. Diamanti,273.0
E. Cardona,255.0
S. Prcić,266.0
Leo Caldeirinha,286.0
T. Sainsbury,289.0
Edgar Ié,283.0
Alvildo Sousa,286.0
F. Đuričić,302.0
J. Boëtius,331.0
F. Mubele,330.0
A. Chávez,298.0
V. Kovalenko,296.0
Y. Kaboul,191.0
R. Meggiorini,294.0
B. Sagna,280.0
Kahraba,308.0
Rafael Vaz,255.0
Robson Denho,257.0
Renatinho,308.0
J. Toljan,322.0
Claudiano Sobrino,306.0
S. M'Bia,262.0
Hélton Celanova,243.0
S. Sosa,217.0
Erick Gameira,323.0
Pol Lirola,301.0
M. Jajalo,269.0
H. Mukhtar,316.0
William,312.0
G. Bong,270.0
N. Hult,320.0
J. Geis,220.0
L. Cavallini,275.0
P. Verhaegh,273.0
Jadson Vidigal,303.0
Álvaro Jiménez,283.0
O. Vranješ,264.0
M. Bauer,312.0
O. Kayode,344.0
I. Nestorovski,283.0
F. Castillo,347.0
Bruno Varela,207.0
L. Narsingh,332.0
K. Djidji,273.0
L. Robles,197.0
A. Erokhin,269.0
G. Shinnie,307.0
L. Rizzo,292.0
I. Konaté,289.0
B. Ecuélé Manga,210.0
J. Córdoba,299.0
Edvaldisco,290.0
G. Sakai,298.0
A. González,309.0
R. Rosales,308.0
J. Dueñas,300.0
N. De Préville,305.0
Diogo Figueiras,323.0
A. El Ghazi,295.0
P. Aguilar,304.0
K. Dolly,311.0
F. Mora,304.0
P. Barrientos,270.0
H. Rodallega,299.0
A. Epureanu,201.0
M. Caraglio,232.0
S. Lung,212.0
Maurício,243.0
A. Boruc,185.0
C. Gordon,200.0
F. Santander,286.0
A. Ramírez,283.0
M. Cabrera,298.0
B. Valdez,245.0
Pozo,288.0
Bruno Gaspar,314.0
N. Rigoni,239.0
I. Kahveci,300.0
Sebas Couteira,296.0
Walace,267.0
R. Shawcross,208.0
David Simão,279.0
C. Rius,301.0
B. Martins Indi,225.0
P. Rosario,279.0
Álvaro García,346.0
Kauã Abranches,332.0
A. Gyan,284.0
D. Simpson,262.0
H. Seferović,273.0
R. Sobhi,285.0
P. Gazzaniga,251.0
F. Mussis,290.0
A. Masina,270.0
J. Błaszczykowski,289.0
J. Beausejour,323.0
J. Livermore,265.0
D. Kourmpelis,278.0
Nicolás Formido,297.0
J. Aidoo,282.0
Melendo,280.0
E. Pieters,266.0
Luisinho,286.0
A. Semenov,220.0
Ramalho,276.0
Kévin Rodrigues,284.0
K. Piątek,291.0
R. Vlaar,163.0
R. van Wolfswinkel,263.0
Ilie Sánchez,267.0
Ewerton,247.0
A. Chumacero,292.0
Dani Pacheco,300.0
L. Rodríguez,275.0
A. Jahović,244.0
M. Britos,187.0
M. Rits,277.0
S. Deli,293.0
H. Traoré,312.0
P. Aguedar,265.0
Crespo,274.0
Rafael,228.0
Bigas,277.0
L. Öztunalı,309.0
M. Jojić,287.0
Vitor Bueno,288.0
G. Til,288.0
I. Pussetto,302.0
A. Ajeti,294.0
Luiz Araújo,342.0
A. Besedin,277.0
T. Didillon,229.0
Arana,302.0
Zainadine,273.0
K. Théophile-Catherine,276.0
A. Gianniotis,218.0
Bruno Saltor,258.0
M. Stendera,269.0
S. Kalu,323.0
Juan Cala,254.0
J. Tavernier,309.0
W. McKennie,275.0
W. Tesillo,242.0
A. Mariappa,242.0
S. Morrison,213.0
J. Brenet,316.0
B. Dack,303.0
Y. Kubo,306.0
T. Pukki,312.0
William,281.0
L. Melgarejo,320.0
J. Jones,316.0
I. Sosa,320.0
M. Ekici,266.0
A. Nyom,264.0
K. Konaté,334.0
F. Đorđević,267.0
E. Room,209.0
T. Usami,298.0
Ruben Lima,294.0
Fábio Espinho,299.0
L. Marković,329.0
J. Barrera,321.0
R. Mora,301.0
D. Lazović,314.0
M. Burda,243.0
Tana,287.0
A. Miranchuk,290.0
L. Grabban,299.0
I. Koné,240.0
J. Hušbauer,261.0
A. Soumaoro,229.0
Patric,254.0
P. Diamanka,293.0
A. Pulido,307.0
Roger Guedes,302.0
D. N'Doye,290.0
S. Johansen,286.0
I. Afellay,281.0
A. Zambo Anguissa,269.0
N. Lombaerts,181.0
C. Chambers,250.0
I. Sangaré,276.0
A. Sulu,267.0
M. Pucciarelli,334.0
R. Saïss,268.0
J. Haberer,274.0
E. Dennis,338.0
J. Kana-Biyik,249.0
V. Barkas,173.0
K. Johnsson,208.0
S. Floccari,264.0
S. Prödl,160.0
V. Laurini,305.0
A. Eschenko,303.0
S. Okaka,251.0
J. Kodjia,308.0
A. Oyongo,336.0
S. Bolat,207.0
A. Mitriţă,340.0
A. Behich,317.0
O. Tannane,300.0
F. Haroun,249.0
D. Gosling,245.0
Pedro Santos,321.0
J. Larsen,317.0
F. Bastians,263.0
J. Ralls,272.0
S. Vilakazi,291.0
Victorino Magela,183.0
